"","CTRY","YEAR","CIRI","COW","POLITY","UNCTRY","UNREG","UNSUBREG","PHYSINT","DISAP","KILL","POLPRIS","TORT","OLD_EMPINX","NEW_EMPINX","ASSN","FORMOV","DOMMOV","OLD_MOVE","SPEECH","ELECSD","OLD_RELFRE","NEW_RELFRE","WORKER","WECON","WOPOL","WOSOC","INJUD","ccode"
"1","Afghanistan",1981,101,700,700,4,142,62,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,700
"2","Afghanistan",1982,101,700,700,4,142,62,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,700
"3","Afghanistan",1983,101,700,700,4,142,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,700
"4","Afghanistan",1984,101,700,700,4,142,62,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,700
"5","Afghanistan",1985,101,700,700,4,142,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,700
"6","Afghanistan",1986,101,700,700,4,142,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,700
"7","Afghanistan",1987,101,700,700,4,142,62,0,0,0,0,0,1,3,0,0,0,0,0,1,0,2,0,0,1,0,0,700
"8","Afghanistan",1988,101,700,700,4,142,62,0,0,0,0,0,2,2,0,0,0,0,0,0,1,2,0,0,1,0,0,700
"9","Afghanistan",1989,101,700,700,4,142,62,0,0,0,0,0,2,3,0,1,0,0,0,0,1,2,0,0,1,0,0,700
"10","Afghanistan",1990,101,700,700,4,142,62,0,0,0,0,0,2,2,0,1,0,0,0,0,1,1,0,0,1,0,0,700
"11","Afghanistan",1991,101,700,700,4,142,62,1,0,0,0,1,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,700
"12","Afghanistan",1992,101,700,700,4,142,62,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,700
"13","Afghanistan",1993,101,700,700,4,142,62,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,700
"14","Afghanistan",1994,101,700,700,4,142,62,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,700
"15","Afghanistan",1995,101,700,700,4,142,62,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,700
"16","Afghanistan",1996,101,700,700,4,142,62,0,0,0,0,0,3,3,0,1,1,1,1,0,0,0,0,0,0,0,0,700
"17","Afghanistan",1997,101,700,700,4,142,62,0,0,0,0,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,700
"18","Afghanistan",1998,101,700,700,4,142,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
"19","Afghanistan",1999,101,700,700,4,142,62,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,700
"20","Afghanistan",2000,101,700,700,4,142,62,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,700
"21","Afghanistan",2001,101,700,700,4,142,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
"22","Afghanistan",2002,101,700,700,4,142,62,3,1,1,0,1,4,2,0,0,0,1,1,1,0,0,0,0,0,0,0,700
"23","Afghanistan",2003,101,700,700,4,142,62,NA,-66,-66,-66,-66,NA,NA,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,700
"24","Afghanistan",2004,101,700,700,4,142,62,NA,-66,-66,-66,-66,NA,NA,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,700
"25","Afghanistan",2005,101,700,700,4,142,62,4,2,1,1,0,1,2,1,0,0,0,0,1,0,0,0,0,2,NA,0,700
"26","Afghanistan",2006,101,700,700,4,142,62,4,2,1,1,0,1,3,1,1,0,0,0,1,0,0,0,0,2,NA,0,700
"27","Afghanistan",2007,101,700,700,4,142,62,4,2,1,1,0,NA,4,1,1,1,NA,0,1,NA,0,0,0,3,1,0,700
"28","Afghanistan",2008,101,700,700,4,142,62,3,2,0,1,0,NA,3,1,1,1,NA,0,0,NA,0,0,0,2,NA,0,700
"29","Afghanistan",2009,101,700,700,4,142,62,4,2,1,1,0,NA,1,0,0,0,NA,0,1,NA,0,0,0,2,NA,0,700
"30","Afghanistan",2010,101,700,700,4,142,62,3,2,0,1,0,NA,2,1,0,0,NA,0,1,NA,0,0,0,2,NA,0,700
"31","Afghanistan",2011,101,700,700,4,142,62,4,2,0,2,0,NA,4,1,0,0,NA,1,1,NA,0,1,0,2,NA,0,700
"32","Albania",1981,104,339,339,8,150,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,339
"33","Albania",1982,104,339,339,8,150,39,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,339
"34","Albania",1983,104,339,339,8,150,39,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,339
"35","Albania",1984,104,339,339,8,150,39,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,1,0,339
"36","Albania",1985,104,339,339,8,150,39,NA,2,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,339
"37","Albania",1986,104,339,339,8,150,39,NA,2,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,339
"38","Albania",1987,104,339,339,8,150,39,NA,2,-999,0,1,1,1,0,0,0,0,1,0,0,0,0,1,2,1,0,339
"39","Albania",1988,104,339,339,8,150,39,NA,2,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,339
"40","Albania",1989,104,339,339,8,150,39,NA,2,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,339
"41","Albania",1990,104,339,339,8,150,39,3,2,1,0,0,2,2,0,0,0,0,1,1,0,0,0,1,2,1,1,339
"42","Albania",1991,104,339,339,8,150,39,4,2,1,0,1,8,10,0,2,2,1,1,1,1,2,2,1,1,-999,2,339
"43","Albania",1992,104,339,339,8,150,39,6,2,2,1,1,7,9,1,2,2,1,1,1,1,1,1,1,2,1,1,339
"44","Albania",1993,104,339,339,8,150,39,6,2,2,1,1,7,8,0,2,2,1,1,1,1,1,1,1,2,1,1,339
"45","Albania",1994,104,339,339,8,150,39,7,2,2,2,1,9,12,1,2,2,1,1,2,1,2,2,1,2,-999,2,339
"46","Albania",1995,104,339,339,8,150,39,4,2,0,1,1,9,11,1,2,2,1,1,2,1,1,2,1,2,1,1,339
"47","Albania",1996,104,339,339,8,150,39,4,2,1,1,0,7,9,1,2,2,1,1,0,1,1,2,1,2,1,1,339
"48","Albania",1997,104,339,339,8,150,39,4,2,1,1,0,8,10,1,2,2,1,1,1,1,1,2,1,2,1,1,339
"49","Albania",1998,104,339,339,8,150,39,5,2,1,1,1,8,12,2,2,2,1,1,2,1,2,1,1,2,1,1,339
"50","Albania",1999,104,339,339,8,150,39,5,2,1,2,0,9,12,2,2,1,1,1,2,1,2,2,1,2,1,1,339
"51","Albania",2000,104,339,339,8,150,39,3,2,1,0,0,7,9,1,2,2,1,1,1,1,1,1,1,2,1,1,339
"52","Albania",2001,104,339,339,8,150,39,6,2,2,2,0,9,11,2,2,1,1,1,2,1,1,2,1,2,1,1,339
"53","Albania",2002,104,339,339,8,150,39,6,2,2,2,0,8,12,2,2,2,1,1,2,1,2,1,1,2,1,1,339
"54","Albania",2003,104,339,339,8,150,39,5,2,1,2,0,8,10,1,2,2,1,1,2,1,1,1,2,2,-999,1,339
"55","Albania",2004,104,339,339,8,150,39,6,2,1,2,1,8,11,1,2,2,1,1,2,1,2,1,1,2,2,1,339
"56","Albania",2005,104,339,339,8,150,39,7,2,2,2,1,7,10,2,2,2,1,1,1,1,1,1,1,2,NA,1,339
"57","Albania",2006,104,339,339,8,150,39,6,2,2,2,0,7,11,2,2,2,1,1,1,1,2,1,1,2,NA,0,339
"58","Albania",2007,104,339,339,8,150,39,7,2,2,2,1,NA,10,2,1,2,NA,1,1,NA,2,1,2,2,1,0,339
"59","Albania",2008,104,339,339,8,150,39,7,2,2,2,1,NA,12,2,2,2,NA,2,1,NA,2,1,0,2,NA,0,339
"60","Albania",2009,104,339,339,8,150,39,7,2,2,2,1,NA,11,2,2,2,NA,1,1,NA,2,1,1,2,NA,0,339
"61","Albania",2010,104,339,339,8,150,39,7,2,2,2,1,NA,11,2,2,2,NA,1,1,NA,2,1,1,2,NA,0,339
"62","Albania",2011,104,339,339,8,150,39,6,2,1,2,1,NA,9,2,1,2,NA,1,1,NA,1,1,1,2,NA,0,339
"63","Algeria",1981,107,615,615,12,2,15,7,2,1,2,2,6,6,0,1,1,1,1,1,1,2,0,1,1,0,1,615
"64","Algeria",1982,107,615,615,12,2,15,8,2,2,2,2,4,4,0,1,1,1,0,0,1,2,0,-999,1,-999,2,615
"65","Algeria",1983,107,615,615,12,2,15,7,2,2,2,1,4,4,0,1,1,1,0,0,1,2,0,-999,1,1,2,615
"66","Algeria",1984,107,615,615,12,2,15,5,2,1,1,1,5,4,0,1,1,1,0,1,1,1,0,1,1,0,1,615
"67","Algeria",1985,107,615,615,12,2,15,7,2,2,1,2,4,2,0,1,1,1,0,0,1,0,0,1,1,1,2,615
"68","Algeria",1986,107,615,615,12,2,15,6,2,2,1,1,2,3,0,1,1,1,0,0,0,1,0,1,1,1,2,615
"69","Algeria",1987,107,615,615,12,2,15,5,2,1,1,1,3,5,0,1,1,1,0,1,0,2,0,1,1,0,1,615
"70","Algeria",1988,107,615,615,12,2,15,4,2,2,0,0,4,3,0,1,1,1,0,0,1,1,0,1,1,0,2,615
"71","Algeria",1989,107,615,615,12,2,15,5,2,2,1,0,6,6,0,1,2,1,1,0,1,1,1,-999,1,0,2,615
"72","Algeria",1990,107,615,615,12,2,15,5,2,1,1,1,6,6,0,1,2,1,1,1,1,1,0,1,1,0,1,615
"73","Algeria",1991,107,615,615,12,2,15,4,1,2,0,1,4,4,0,1,1,1,1,0,0,0,1,1,1,0,1,615
"74","Algeria",1992,107,615,615,12,2,15,2,2,0,0,0,3,3,0,1,1,1,0,0,0,0,1,1,2,0,1,615
"75","Algeria",1993,107,615,615,12,2,15,2,2,0,0,0,4,6,1,1,1,1,0,1,0,1,1,1,1,0,1,615
"76","Algeria",1994,107,615,615,12,2,15,2,2,0,0,0,3,4,1,1,1,1,0,0,0,0,1,1,2,0,1,615
"77","Algeria",1995,107,615,615,12,2,15,0,0,0,0,0,2,3,0,1,1,1,0,0,0,1,0,1,2,0,1,615
"78","Algeria",1996,107,615,615,12,2,15,3,1,1,1,0,7,6,1,1,1,1,1,1,1,0,1,1,2,0,1,615
"79","Algeria",1997,107,615,615,12,2,15,0,0,0,0,0,4,6,1,1,1,0,1,0,1,1,1,1,2,0,1,615
"80","Algeria",1998,107,615,615,12,2,15,4,1,1,1,1,3,4,0,1,1,0,0,0,1,1,1,1,2,0,1,615
"81","Algeria",1999,107,615,615,12,2,15,0,0,0,0,0,3,6,0,1,1,0,1,1,0,1,1,1,2,0,1,615
"82","Algeria",2000,107,615,615,12,2,15,4,1,1,1,1,5,7,0,1,2,1,1,0,0,1,2,1,2,0,1,615
"83","Algeria",2001,107,615,615,12,2,15,4,2,1,1,0,5,7,0,1,2,1,1,1,0,1,1,1,2,0,1,615
"84","Algeria",2002,107,615,615,12,2,15,2,1,1,0,0,4,6,0,1,2,1,1,1,0,1,0,1,2,0,1,615
"85","Algeria",2003,107,615,615,12,2,15,1,1,0,0,0,1,4,0,1,1,0,0,1,0,1,0,1,2,1,1,615
"86","Algeria",2004,107,615,615,12,2,15,5,2,1,1,1,1,4,0,1,2,0,0,1,0,0,0,1,1,0,1,615
"87","Algeria",2005,107,615,615,12,2,15,5,2,1,1,1,3,3,0,1,1,1,0,1,0,0,0,1,2,NA,0,615
"88","Algeria",2006,107,615,615,12,2,15,1,1,0,0,0,1,5,0,1,2,0,0,1,0,1,0,1,2,NA,0,615
"89","Algeria",2007,107,615,615,12,2,15,4,2,1,1,0,NA,5,0,1,1,NA,0,1,NA,0,2,1,2,0,0,615
"90","Algeria",2008,107,615,615,12,2,15,5,2,1,1,1,NA,3,0,1,1,NA,0,0,NA,1,0,2,2,NA,1,615
"91","Algeria",2009,107,615,615,12,2,15,6,2,2,1,1,NA,3,0,1,1,NA,0,1,NA,0,0,1,2,NA,1,615
"92","Algeria",2010,107,615,615,12,2,15,5,2,1,1,1,NA,3,0,1,1,NA,0,1,NA,0,0,2,2,NA,1,615
"93","Algeria",2011,107,615,615,12,2,15,4,1,1,1,1,NA,3,0,1,1,NA,0,1,NA,0,0,1,2,NA,1,615
"94","Andorra",1981,110,232,232,20,150,39,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,232
"95","Andorra",1982,110,232,232,20,150,39,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,232
"96","Andorra",1983,110,232,232,20,150,39,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,232
"97","Andorra",1984,110,232,232,20,150,39,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,232
"98","Andorra",1985,110,232,232,20,150,39,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,232
"99","Andorra",1986,110,232,232,20,150,39,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,232
"100","Andorra",1987,110,232,232,20,150,39,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,232
"101","Andorra",1988,110,232,232,20,150,39,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,232
"102","Andorra",1989,110,232,232,20,150,39,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,232
"103","Andorra",1990,110,232,232,20,150,39,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,232
"104","Andorra",1991,110,232,232,20,150,39,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,232
"105","Andorra",1992,110,232,232,20,150,39,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,232
"106","Andorra",1993,110,232,232,20,150,39,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,232
"107","Andorra",1994,110,232,232,20,150,39,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,232
"108","Andorra",1995,110,232,232,20,150,39,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,232
"109","Andorra",1996,110,232,232,20,150,39,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,232
"110","Andorra",1997,110,232,232,20,150,39,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,232
"111","Andorra",1998,110,232,232,20,150,39,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,232
"112","Andorra",1999,110,232,232,20,150,39,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,232
"113","Andorra",2000,110,232,232,20,150,39,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,232
"114","Andorra",2001,110,232,232,20,150,39,8,2,2,2,2,9,13,2,2,2,1,2,2,1,2,1,1,2,1,1,232
"115","Andorra",2002,110,232,232,20,150,39,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,232
"116","Andorra",2003,110,232,232,20,150,39,8,2,2,2,2,8,12,2,2,2,1,1,2,1,2,1,1,2,1,1,232
"117","Andorra",2004,110,232,232,20,150,39,8,2,2,2,2,9,13,2,2,2,1,2,2,1,2,1,1,2,-999,1,232
"118","Andorra",2005,110,232,232,20,150,39,8,2,2,2,2,9,13,2,2,2,1,2,2,1,2,1,1,2,NA,1,232
"119","Andorra",2006,110,232,232,20,150,39,8,2,2,2,2,9,13,2,2,2,1,2,2,1,2,1,1,2,NA,1,232
"120","Andorra",2007,110,232,232,20,150,39,8,2,2,2,2,NA,12,2,2,2,NA,2,2,NA,2,0,2,3,-999,2,232
"121","Andorra",2008,110,232,232,20,150,39,8,2,2,2,2,NA,12,2,2,2,NA,2,2,NA,2,0,0,3,NA,2,232
"122","Andorra",2009,110,232,232,20,150,39,8,2,2,2,2,NA,12,2,2,2,NA,2,2,NA,2,0,2,3,NA,2,232
"123","Andorra",2010,110,232,232,20,150,39,8,2,2,2,2,NA,12,2,2,2,NA,2,2,NA,2,0,2,3,NA,2,232
"124","Andorra",2011,110,232,232,20,150,39,8,2,2,2,2,NA,12,2,2,2,NA,2,2,NA,2,0,3,3,NA,2,232
"125","Angola",1981,113,540,540,17,2,17,5,2,1,0,2,0,2,0,0,1,0,0,0,0,1,0,1,2,-999,0,540
"126","Angola",1982,113,540,540,17,2,17,2,2,0,0,0,2,2,0,0,1,0,0,0,1,1,0,-999,2,-999,1,540
"127","Angola",1983,113,540,540,17,2,17,2,2,0,0,0,2,4,0,1,1,0,0,0,1,2,0,-999,2,1,1,540
"128","Angola",1984,113,540,540,17,2,17,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,540
"129","Angola",1985,113,540,540,17,2,17,5,2,1,0,2,2,3,0,1,1,0,0,0,1,1,0,1,2,-999,1,540
"130","Angola",1986,113,540,540,17,2,17,4,2,1,0,1,2,2,0,1,0,0,0,0,1,1,0,-999,2,1,0,540
"131","Angola",1987,113,540,540,17,2,17,3,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,-999,0,540
"132","Angola",1988,113,540,540,17,2,17,4,2,1,0,1,0,2,0,1,0,0,0,0,0,1,0,-999,2,-999,1,540
"133","Angola",1989,113,540,540,17,2,17,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-999,2,-999,1,540
"134","Angola",1990,113,540,540,17,2,17,3,1,0,1,1,1,2,1,0,0,0,1,0,0,0,0,-999,2,-999,0,540
"135","Angola",1991,113,540,540,17,2,17,1,0,0,0,1,4,8,1,2,1,0,1,0,1,2,1,-999,2,1,1,540
"136","Angola",1992,113,540,540,17,2,17,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,540
"137","Angola",1993,113,540,540,17,2,17,2,1,0,0,1,4,7,1,1,1,0,1,0,1,2,1,2,2,1,0,540
"138","Angola",1994,113,540,540,17,2,17,2,1,0,1,0,2,3,0,0,1,0,0,0,1,2,0,1,2,1,0,540
"139","Angola",1995,113,540,540,17,2,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,540
"140","Angola",1996,113,540,540,17,2,17,0,0,0,0,0,2,3,0,0,1,0,0,0,1,2,0,1,2,1,0,540
"141","Angola",1997,113,540,540,17,2,17,0,0,0,0,0,2,4,0,1,1,0,0,0,1,2,0,1,2,1,0,540
"142","Angola",1998,113,540,540,17,2,17,1,0,0,1,0,3,3,0,0,0,0,0,0,1,2,1,1,2,1,0,540
"143","Angola",1999,113,540,540,17,2,17,2,0,0,2,0,2,3,0,1,0,0,0,0,1,2,0,1,2,1,0,540
"144","Angola",2000,113,540,540,17,2,17,1,0,0,1,0,3,6,1,2,0,0,0,0,1,2,1,1,2,1,0,540
"145","Angola",2001,113,540,540,17,2,17,1,0,0,1,0,2,3,0,1,0,0,0,0,1,2,0,1,2,1,0,540
"146","Angola",2002,113,540,540,17,2,17,2,0,0,2,0,2,5,1,2,0,0,0,0,1,2,0,1,2,1,0,540
"147","Angola",2003,113,540,540,17,2,17,3,1,0,2,0,4,6,1,1,0,0,1,1,1,2,0,1,2,1,0,540
"148","Angola",2004,113,540,540,17,2,17,3,1,0,2,0,4,6,1,1,0,0,1,1,1,2,0,1,2,1,0,540
"149","Angola",2005,113,540,540,17,2,17,3,1,1,1,0,4,5,1,1,0,0,1,1,1,1,0,1,2,NA,0,540
"150","Angola",2006,113,540,540,17,2,17,4,2,1,1,0,4,6,1,1,0,0,1,1,1,2,0,1,2,NA,0,540
"151","Angola",2007,113,540,540,17,2,17,2,1,0,1,0,NA,5,1,0,0,NA,1,1,NA,1,1,1,2,1,0,540
"152","Angola",2008,113,540,540,17,2,17,3,1,1,1,0,NA,4,0,0,0,NA,0,1,NA,2,1,0,2,NA,0,540
"153","Angola",2009,113,540,540,17,2,17,2,1,1,0,0,NA,3,0,0,0,NA,1,1,NA,1,0,1,2,NA,0,540
"154","Angola",2010,113,540,540,17,2,17,4,2,1,1,0,NA,5,1,0,0,NA,0,1,NA,2,1,1,2,NA,0,540
"155","Angola",2011,113,540,540,17,2,17,4,1,1,1,1,NA,4,0,0,1,NA,1,1,NA,1,0,1,3,NA,0,540
"156","Antigua and Barbuda",1981,116,58,58,28,419,29,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,58
"157","Antigua and Barbuda",1982,116,58,58,28,419,29,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,58
"158","Antigua and Barbuda",1983,116,58,58,28,419,29,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,58
"159","Antigua and Barbuda",1984,116,58,58,28,419,29,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,58
"160","Antigua and Barbuda",1985,116,58,58,28,419,29,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,58
"161","Antigua and Barbuda",1986,116,58,58,28,419,29,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,58
"162","Antigua and Barbuda",1987,116,58,58,28,419,29,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,58
"163","Antigua and Barbuda",1988,116,58,58,28,419,29,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,58
"164","Antigua and Barbuda",1989,116,58,58,28,419,29,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,58
"165","Antigua and Barbuda",1990,116,58,58,28,419,29,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,58
"166","Antigua and Barbuda",1991,116,58,58,28,419,29,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,58
"167","Antigua and Barbuda",1992,116,58,58,28,419,29,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,58
"168","Antigua and Barbuda",1993,116,58,58,28,419,29,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,58
"169","Antigua and Barbuda",1994,116,58,58,28,419,29,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,58
"170","Antigua and Barbuda",1995,116,58,58,28,419,29,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,58
"171","Antigua and Barbuda",1996,116,58,58,28,419,29,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,58
"172","Antigua and Barbuda",1997,116,58,58,28,419,29,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,58
"173","Antigua and Barbuda",1998,116,58,58,28,419,29,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,58
"174","Antigua and Barbuda",1999,116,58,58,28,419,29,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,58
"175","Antigua and Barbuda",2000,116,58,58,28,419,29,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,58
"176","Antigua and Barbuda",2001,116,58,58,28,419,29,7,2,2,2,1,8,12,2,2,2,1,1,1,1,2,2,2,1,2,2,58
"177","Antigua and Barbuda",2002,116,58,58,28,419,29,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,58
"178","Antigua and Barbuda",2003,116,58,58,28,419,29,7,2,2,2,1,8,12,2,2,2,1,1,1,1,2,2,2,2,1,2,58
"179","Antigua and Barbuda",2004,116,58,58,28,419,29,7,2,2,2,1,9,13,2,2,2,1,1,2,1,2,2,1,2,3,2,58
"180","Antigua and Barbuda",2005,116,58,58,28,419,29,7,2,2,2,1,9,13,2,2,2,1,1,2,1,2,2,1,2,NA,2,58
"181","Antigua and Barbuda",2006,116,58,58,28,419,29,7,2,2,2,1,10,14,2,2,2,1,2,2,1,2,2,1,2,NA,2,58
"182","Antigua and Barbuda",2007,116,58,58,28,419,29,7,2,2,2,1,NA,13,2,2,2,NA,1,2,NA,2,2,1,2,-999,2,58
"183","Antigua and Barbuda",2008,116,58,58,28,419,29,7,2,2,2,1,NA,11,2,2,2,NA,1,2,NA,1,1,1,2,NA,2,58
"184","Antigua and Barbuda",2009,116,58,58,28,419,29,7,2,2,2,1,NA,13,2,2,2,NA,2,2,NA,2,1,2,2,NA,2,58
"185","Antigua and Barbuda",2010,116,58,58,28,419,29,7,2,2,2,1,NA,12,2,2,2,NA,1,2,NA,2,1,2,3,NA,2,58
"186","Antigua and Barbuda",2011,116,58,58,28,419,29,7,2,2,2,1,NA,13,2,2,2,NA,1,2,NA,2,2,2,3,NA,2,58
"187","Argentina",1981,119,160,160,32,419,5,1,1,0,0,0,4,7,1,1,2,1,1,0,0,1,1,-999,-999,-999,0,160
"188","Argentina",1982,119,160,160,32,419,5,5,2,1,1,1,7,10,2,2,2,1,1,1,1,1,1,1,1,1,1,160
"189","Argentina",1983,119,160,160,32,419,5,6,2,1,2,1,9,11,2,2,2,1,2,2,1,0,1,-999,1,-999,1,160
"190","Argentina",1984,119,160,160,32,419,5,6,2,1,1,2,7,9,1,2,2,1,1,1,1,1,1,1,1,1,1,160
"191","Argentina",1985,119,160,160,32,419,5,7,2,2,2,1,10,12,1,2,2,1,2,2,1,1,2,2,1,2,2,160
"192","Argentina",1986,119,160,160,32,419,5,8,2,2,2,2,10,13,2,2,2,1,2,2,1,1,2,2,1,2,2,160
"193","Argentina",1987,119,160,160,32,419,5,6,2,1,1,2,8,12,2,2,2,1,1,1,1,2,2,2,2,2,1,160
