"ccode","year","nyt.count","muslim","polity2","physint","amnesty","statedept","gdp.pc.un","pop.wdi","wopol","wosoc","wecon","domestic9","region","idealpoint"
100,1979,23,0,8,NA,5,3,1500.28197043334,26326236,NA,NA,NA,1937,"LA",0.1216321
100,1980,105,0,8,NA,4,3,1752.54233764551,26934591,NA,NA,NA,1875,"LA",0.3279929
100,1981,50,0,8,1,4,3,1867.0428344674,27550172,1,1,2,2750,"LA",0.1955795
100,1982,39,0,8,3,5,3,1954.79154779284,28173493,1,1,2,1250,"LA",0.07314677
100,1983,52,0,8,NA,4,3,1900.54798714175,28803276,1,1,2,1250,"LA",0.04930234
100,1984,66,0,8,1,4,3,1836.89003392843,29438030,1,1,1,3750,"LA",0.03903471
100,1985,110,0,8,1,4,3,1639.89343388961,30076525,1,1,2,1250,"LA",0.1348264
100,1986,69,0,8,2,5,4,1607.82073127504,30718127,1,1,2,3125,"LA",0.1221402
100,1987,58,0,8,0,4,4,1639.18498397992,31362479,1,1,1,2562,"LA",0.006337146
100,1988,73,0,8,0,5,4,1731.47438155855,32009024,1,2,1,4500,"LA",0.188541
100,1989,180,0,8,1,5,4,1711.35842011963,32657292,1,2,2,5250,"LA",-0.14661
100,1990,137,0,8,0,5,5,1709.09942110219,33306941,2,1,1,7187,"LA",-0.4371134
100,1991,103,0,9,2,5,5,1716.58918931958,33957286,2,NA,1,2125,"LA",-0.5298871
100,1992,55,0,9,2,5,4,1802.74849283086,34608171,2,NA,1,0,"LA",-0.5688022
100,1993,79,0,9,2,5,5,2047.97835892982,35260456,2,1,1,937,"LA",-0.5632248
100,1994,88,0,9,NA,5,5,2653.69978704002,35915434,2,1,1,1562,"LA",-0.6189407
100,1995,97,0,7,0,4,5,3015.60418593477,36573895,2,1,1,8937,"LA",-0.6020362
100,1996,119,0,7,0,5,5,3110.69060810305,37236124,2,1,1,4625,"LA",-0.620278
100,1997,64,0,7,0,5,5,3355.68466852074,37901358,2,1,1,6187,"LA",-0.6765832
100,1998,79,0,7,0,5,5,3045.48310206024,38568056,2,1,1,6375,"LA",-0.6723359
100,1999,91,0,7,1,5,5,2622.66961294565,39234115,2,1,1,7437,"LA",-0.4976533
100,2000,160,0,7,0,5,5,2503.27856528563,39897984,2,1,1,8687,"LA",-0.3289812
100,2001,135,0,7,1,5,5,2421.47498313542,40558648,2,1,1,8687,"LA",-0.3257868
100,2002,129,0,7,2,5,5,2376.80221396419,41216304,2,1,1,8125,"LA",-0.2489517
100,2003,90,0,7,0,5,5,2260.25183393985,41872051,2,1,1,12687,"LA",-0.3222081
100,2004,96,0,7,0,5,5,2753.06998085278,42527623,2,1,1,14875,"LA",-0.4408094
100,2005,73,0,7,0,5,4,3393.99263770753,43184026,2,NA,1,7187,"LA",-0.502893
100,2006,58,0,7,0,5,4,3708.60093058127,43841370,2,NA,1,6562,"LA",-0.3165988
100,2007,101,0,7,0,4,4,4661.21338284359,44498390,2,2,2,3375,"LA",-0.2046998
100,2008,142,0,7,0,5,4,5403.45573508682,45153037,2,NA,1,3125,"LA",-0.2017399
100,2009,60,0,7,1,5,4,5104.99118641639,45802561,2,NA,1,0,"LA",-0.1474465
100,2010,63,0,7,1,5,4,6179.77021224034,46444798,2,NA,1,0,"LA",-0.1251559
100,2011,72,0,7,1,5,3,7144.32878679149,47078792,2,NA,1,12,"LA",-0.08007873
100,2012,68,0,7,NA,4,3,7752.16814867147,47704427,NA,NA,NA,8125,"LA",-0.03688616
100,2013,41,0,7,NA,NA,NA,NA,48321405,NA,NA,NA,NA,"LA",-0.083704
100,2014,92,0,NA,NA,NA,NA,NA,48929706,NA,NA,NA,NA,"LA",-0.1526398
101,1979,49,0,9,NA,3,2,3862.86562340307,14628595,NA,NA,NA,0,"LA",0.08429886
101,1980,46,0,9,NA,3,2,4580.37779128639,15096432,NA,NA,NA,0,"LA",0.05272161
101,1981,52,0,9,6,2,1,4989.33813988111,15549525,1,2,2,0,"LA",0.002943507
101,1982,46,0,9,5,NA,2,4954.8722161031,15990376,1,2,2,1250,"LA",-0.144342
101,1983,64,0,9,6,3,2,4810.55832203971,16426198,1,2,2,125,"LA",-0.220926
101,1984,51,0,9,3,2,2,3434.54866448376,16867806,1,2,2,0,"LA",-0.1911065
101,1985,29,0,9,5,2,2,3461.53055493755,17322754,1,2,2,0,"LA",-0.2156994
101,1986,28,0,9,4,4,2,3291.17062836311,17793283,1,2,1,0,"LA",-0.1088947
101,1987,28,0,9,4,3,2,2543.06909994455,18275997,1,2,1,1062,"LA",-0.1156708
101,1988,19,0,9,5,3,2,3105.63406109069,18766017,2,2,2,562,"LA",-0.1113501
101,1989,53,0,9,2,4,4,2151.92068779459,19256060,2,2,2,312,"LA",-0.2346298
101,1990,23,0,9,2,3,3,2382.69982297685,19740786,2,2,1,312,"LA",-0.341526
101,1991,18,0,9,3,3,3,2558.32329650415,20218813,2,1,2,2250,"LA",-0.40847
101,1992,38,0,8,1,4,3,2825.5054639637,20691641,2,1,2,5312,"LA",-0.3733257
101,1993,22,0,8,1,4,3,2745.59615577468,21160262,2,2,2,2937,"LA",-0.3721991
101,1994,27,0,8,1,4,4,2643.17850271011,21626607,2,1,2,875,"LA",-0.5022306
101,1995,14,0,8,1,4,3,3389.84225985366,22092144,2,1,2,250,"LA",-0.3795996
101,1996,37,0,8,2,4,5,3025.94028999688,22556838,2,1,2,1625,"LA",-0.3296264
101,1997,17,0,8,2,4,3,3728.80071502673,23020184,2,1,2,875,"LA",-0.2933417
101,1998,36,0,8,3,3,3,3889.53413600718,23482700,2,1,2,0,"LA",-0.3847765
101,1999,54,0,7,4,3,3,4091.57796109238,23945002,2,1,2,250,"LA",-0.4828007
101,2000,56,0,7,4,2,3,4799.59896033967,24407553,2,1,2,812,"LA",-0.5080071
101,2001,31,0,6,4,3,3,4942.05296746296,24870441,2,2,2,1437,"LA",-0.4888207
101,2002,126,0,6,4,4,4,3666.65244220441,25333622,2,1,2,4500,"LA",-0.4524048
101,2003,88,0,6,4,3,3,3237.91223057924,25797219,2,2,2,1312,"LA",-0.5069095
101,2004,85,0,6,2,3,3,4282.01532637698,26261326,2,2,2,1000,"LA",-0.7886302
101,2005,82,0,6,2,3,3,5444.66251785196,26725897,2,NA,2,0,"LA",-1.01332
101,2006,136,0,5,2,3,4,6747.75912469091,27190882,2,NA,1,0,"LA",-1.140772
101,2007,158,0,5,2,3,4,8329.64048824985,27655937,2,NA,2,250,"LA",-1.172131
101,2008,132,0,5,3,3,4,11223.2113050461,28120312,2,NA,2,0,"LA",-1.239096
101,2009,95,0,-3,3,3,4,11524.9805306324,28583040,2,NA,2,312,"LA",-1.327994
101,2010,68,0,-3,2,3,3,13559.3318233782,29043283,2,NA,2,0,"LA",-1.341992
101,2011,54,0,-3,3,3,3,10727.9825698731,29500625,3,NA,2,0,"LA",-1.63137
101,2012,137,0,-3,NA,3,4,12766.7246698664,29954782,NA,NA,NA,750,"LA",-1.533244
101,2013,149,0,4,NA,NA,NA,NA,30405207,NA,NA,NA,NA,"LA",-1.439964
101,2014,110,0,NA,NA,NA,NA,NA,30851343,NA,NA,NA,NA,"LA",-1.212075
110,1979,8,0.09,0,NA,1,2,1070.08210800022,774818,NA,NA,NA,1000,"LA",-0.3553357
110,1980,10,0.09,-7,NA,NA,3,1213.99671457925,776927,NA,NA,NA,1062,"LA",-0.3137473
110,1981,22,0.09,-7,5,NA,3,1167.39771562837,775662,2,1,1,125,"LA",-0.3093436
110,1982,15,0.09,-7,5,NA,3,996.175921841933,771596,2,1,1,312,"LA",-0.4432286
110,1983,6,0.09,-7,6,NA,3,1010.34269428976,765512,2,1,1,0,"LA",-0.5120188
110,1984,6,0.09,-7,5,3,3,932.716263599271,758580,2,1,2,0,"LA",-0.446156
110,1985,7,0.09,-7,7,2,2,979.909352254526,751720,2,2,2,0,"LA",-0.4788547
110,1986,4,0.09,-7,7,2,2,1111.5496691469,745133,2,1,1,0,"LA",-0.6375827
110,1987,3,0.09,-7,6,1,2,742.764941041302,738779,2,1,2,0,"LA",-0.7183607
110,1988,1,0.09,-7,7,2,2,899.967332144704,733057,2,1,1,0,"LA",-0.8044653
110,1989,2,0.09,-7,6,2,2,832.741692725622,728382,2,1,1,0,"LA",-0.8066794
110,1990,1,0.09,-7,5,2,2,871.529657824633,725043,2,1,2,0,"LA",-0.8332862
110,1991,1,0.09,-7,7,2,2,768.400630079169,723259,2,1,1,0,"LA",-0.7465704
110,1992,3,0.09,6,7,2,2,824.612895853971,723008,2,1,1,0,"LA",-0.6847665
110,1993,1,0.09,6,6,2,2,1027.57816046556,724014,2,1,2,0,"LA",-0.4093552
110,1994,3,0.09,6,7,2,2,1198.08490388683,725839,2,1,0,0,"LA",-0.4333628
110,1995,1,0.09,6,8,1,2,1361.53654354146,728136,2,1,0,0,"LA",-0.3936802
110,1996,1,0.09,6,6,2,2,1539.40856008219,730865,2,1,1,125,"LA",-0.385973
110,1997,3,0.09,6,6,2,2,1627.46004801478,734059,2,2,2,0,"LA",-0.3941451
110,1998,NA,0.09,6,8,2,2,1551.46373024614,737526,2,2,2,2812,"LA",-0.4406738
110,1999,1,0.09,6,7,2,2,1495.10881213567,741046,2,2,2,0,"LA",-0.428083
110,2000,9,0.09,6,6,3,2,1526.58751452399,744471,2,2,1,0,"LA",-0.4603584
110,2001,2,0.07,6,6,3,2,1518.99407867579,747657,2,2,2,562,"LA",-0.4639736
110,2002,6,0.07,6,4,2,2,1542.65223846844,750629,2,2,2,0,"LA",-0.4712394
110,2003,5,0.07,6,4,3,3,1572.37941225727,753612,3,2,2,0,"LA",-0.5767099
110,2004,3,0.07,6,4,3,3,1659.74959198109,756939,2,2,2,312,"LA",-0.6305327
110,2005,1,0.07,6,5,3,2,1728.94288400805,760834,2,NA,1,0,"LA",-0.6336288
110,2006,2,0.07,6,5,2,3,1905.55385092525,765367,2,NA,1,312,"LA",-0.5836011
110,2007,3,0.07,6,5,NA,2,2258.98392212919,770407,2,1,2,312,"LA",-0.5945057
110,2008,5,0.07,6,5,NA,2,2478.4017507533,775739,3,NA,1,0,"LA",-0.6530359
110,2009,3,0.07,6,5,NA,3,2593.36776283298,781055,2,NA,1,0,"LA",-0.5858324
110,2010,7,0.07,6,5,1,2,2873.95064754142,786126,2,NA,1,0,"LA",-0.681537
110,2011,6,0.07,6,6,2,2,3257.88277721423,790882,2,NA,0,0,"LA",-0.6482152
110,2012,6,0.07,6,NA,2,2,3584.69290467179,795369,NA,NA,NA,0,"LA",-0.6820479
110,2013,15,0.07,6,NA,NA,NA,NA,799613,NA,NA,NA,NA,"LA",-0.6648866
110,2014,8,0.07,NA,NA,NA,NA,NA,803677,NA,NA,NA,NA,"LA",-0.8467647
115,1979,NA,0.14,5,NA,NA,1,2940.94484858962,364619,NA,NA,NA,0,"LA",0.1797019
115,1980,NA,0.14,-1,NA,NA,2,2978.83211750413,365616,NA,NA,NA,1875,"LA",0.1154602
115,1981,2,0.14,-1,NA,3,2,3322.37423426673,366637,NA,NA,NA,0,"LA",-0.1221248
115,1982,11,0.14,-6,NA,3,3,3408.40156446112,367895,NA,NA,NA,3750,"LA",-0.2324856
115,1983,23,0.14,-6,NA,3,3,3275.05747330773,369654,NA,NA,NA,2125,"LA",-0.1676197
115,1984,2,0.14,-6,NA,NA,3,3180.44160114727,372272,NA,NA,NA,0,"LA",-0.2863717
115,1985,1,0.14,-6,NA,3,2,3182.19095957465,375979,NA,NA,NA,0,"LA",-0.3005947
115,1986,10,0.14,-6,NA,5,5,3205.11895587608,380890,NA,NA,NA,3125,"LA",-0.3813584
115,1987,6,0.14,-1,NA,4,4,3470.38673813285,386852,NA,NA,NA,1875,"LA",-0.4943974
115,1988,5,0.14,-1,NA,2,3,4042.23770970612,393483,NA,NA,NA,3437,"LA",-0.4601949
115,1989,1,0.14,-1,NA,NA,2,1881.87991566298,400251,NA,NA,NA,1250,"LA",-0.503664
115,1990,6,0.14,2,NA,3,3,1847.92349664796,406764,NA,NA,NA,2437,"LA",-0.5512917
115,1991,4,0.14,5,NA,NA,2,1936.77316003006,412884,NA,NA,NA,0,"LA",-0.5966956
115,1992,1,0.14,5,NA,1,2,1962.57724149492,418700,NA,NA,NA,0,"LA",-0.4629563
115,1993,NA,0.14,5,NA,NA,2,1846.42819760279,424326,NA,NA,NA,1625,"LA",-0.4891557
115,1994,2,0.14,5,NA,NA,2,1923.38108476521,429968,NA,NA,NA,0,"LA",-0.403684
115,1995,2,0.14,5,NA,NA,2,1937.28718886786,435776,NA,NA,NA,0,"LA",-0.2167458
115,1996,NA,0.14,5,NA,1,2,2384.49443865969,441734,NA,NA,NA,0,"LA",-0.08577996
115,1997,NA,0.14,5,NA,NA,2,2520.12878895539,447771,NA,NA,NA,0,"LA",-0.435994
115,1998,1,0.14,5,NA,NA,1,2980.58936460169,453920,NA,NA,NA,500,"LA",-0.582918
115,1999,NA,0.14,5,NA,NA,1,2428.12251743316,460215,NA,NA,NA,750,"LA",-0.7707681
115,2000,4,0.14,5,NA,2,2,2478.55319070713,466668,NA,NA,NA,0,"LA",-0.5492873
115,2001,1,0.16,5,5,2,2,2157.21466822167,473312,2,1,1,0,"LA",-0.4084671
115,2002,1,0.16,5,NA,2,2,2789.23728150949,480099,NA,NA,NA,0,"LA",-0.5861646
115,2003,1,0.16,5,6,2,1,3199.89186116298,486867,2,1,1,0,"LA",-0.5606019
115,2004,NA,0.16,5,5,NA,2,3659.71399132812,493394,2,1,1,0,"LA",-0.6288404
115,2005,NA,0.16,5,6,NA,2,4390.28672621527,499523,2,NA,1,0,"LA",-0.6536922
115,2006,2,0.16,5,6,NA,2,5198.97824772846,505186,2,NA,1,0,"LA",-0.6699285
115,2007,NA,0.16,5,6,NA,2,5752.84421276572,510433,2,1,1,0,"LA",-0.6670137
115,2008,6,0.16,5,7,1,2,6855.22122086231,515372,2,NA,1,0,"LA",-0.5802354
115,2009,3,0.16,5,7,1,2,7482.03929646119,520173,2,NA,1,0,"LA",-0.6148355
115,2010,1,0.16,5,7,NA,2,8320.6478300608,524960,2,NA,1,0,"LA",-0.6711823
115,2011,7,0.16,5,6,NA,2,8236.2029183863,529761,2,NA,1,0,"LA",-0.6930013
115,2012,3,0.16,5,NA,1,2,9376.49537102152,534541,NA,NA,NA,0,"LA",-0.6658783
115,2013,2,0.16,5,NA,NA,NA,NA,539276,NA,NA,NA,NA,"LA",-0.6563839
115,2014,4,0.16,NA,NA,NA,NA,NA,543925,NA,NA,NA,NA,"LA",-0.737666
130,1979,22,0,9,NA,2,2,1437.79442545598,7707895,NA,NA,NA,0,"LA",0.03226036
130,1980,11,0,9,NA,NA,2,1756.73782883524,7909432,NA,NA,NA,0,"LA",0.01264016
130,1981,20,0,9,5,NA,2,2035.6252953212,8113200,1,0,1,750,"LA",-0.1499863
130,1982,11,0,9,7,NA,2,1970.77293877852,8319351,1,0,1,1125,"LA",-0.1766146
130,1983,12,0,9,5,NA,2,1763.39546097448,8528791,1,0,1,250,"LA",-0.2410789
130,1984,19,0,8,5,NA,2,1760.10962795392,8742761,1,0,1,250,"LA",-0.1992155
130,1985,18,0,8,3,3,2,2108.53804470384,8962049,1,0,1,0,"LA",-0.1086721
130,1986,40,0,8,3,4,3,1452.18522335105,9186995,1,0,1,3312,"LA",-0.09372057
130,1987,31,0,8,3,4,3,1323.81831959563,9417031,1,1,1,750,"LA",-0.1946337
130,1988,15,0,9,4,3,3,1228.507015818,9650906,1,1,1,750,"LA",-0.2645217
130,1989,5,0,9,6,3,2,1176.58903013351,9886866,1,1,1,1875,"LA",-0.3521646
130,1990,14,0,9,4,3,3,1249.99375340356,10123593,2,1,1,1875,"LA",-0.483051
130,1991,10,0,9,5,3,2,1343.28322244883,10360630,2,2,2,500,"LA",-0.4568464
130,1992,10,0,9,3,3,3,1414.11988090772,10598168,2,2,2,875,"LA",-0.414287
130,1993,11,0,9,4,2,3,1563.16252813338,10836327,2,1,1,875,"LA",-0.3439155
130,1994,2,0,9,6,3,2,1886.58769329004,11075454,1,1,1,2000,"LA",-0.4624889
130,1995,22,0,9,5,3,2,2007.847450114,11315800,1,1,1,812,"LA",-0.05506957
130,1996,13,0,9,4,2,2,2070.30105213646,11557151,2,1,1,0,"LA",-0.2231252
130,1997,22,0,8,4,2,3,2253.56657405374,11799289,2,1,1,1875,"LA",-0.09013989
130,1998,14,0,9,6,3,3,2172.52219439659,12042454,2,1,1,625,"LA",-0.05475128
130,1999,26,0,9,3,3,3,1547.00353105051,12286995,2,1,1,1312,"LA",-0.2785471
130,2000,36,0,6,6,3,3,1461.61923235672,12533087,2,1,1,4937,"LA",-0.3425568
130,2001,38,0,6,4,3,3,1914.44916617172,12780869,2,1,1,625,"LA",-0.3655327
130,2002,35,0,6,5,3,3,2191.0096061862,13030041,2,1,1,250,"LA",-0.3071889
130,2003,21,0,6,3,3,3,2442.26903615911,13279806,2,1,1,250,"LA",-0.4050967
130,2004,22,0,6,5,3,3,2704.66515451777,13529091,2,0,1,562,"LA",-0.43569
130,2005,26,0,6,4,3,3,3012.75243735434,13777131,2,NA,1,3562,"LA",-0.2955226
130,2006,22,0,7,4,3,3,3337.40036280521,14023503,2,NA,1,500,"LA",-0.4009036
130,2007,31,0,5,4,3,3,3574.87950468437,14268397,3,1,0,437,"LA",-0.457534
130,2008,36,0,5,4,2,3,4255.84958299805,14512402,3,NA,1,0,"LA",-0.5395763
130,2009,20,0,5,4,2,3,4236.77850406033,14756424,3,NA,1,0,"LA",-0.6629077
130,2010,22,0,5,5,2,2,4636.69309766662,15001072,3,NA,1,2125,"LA",-0.6581861
130,2011,33,0,5,4,2,3,5232.67146038486,15246481,3,NA,1,0,"LA",-1.222639
130,2012,38,0,5,NA,2,3,5647.63794368596,15492264,NA,NA,NA,0,"LA",-1.166175
130,2013,36,0,5,NA,NA,NA,NA,15737878,NA,NA,NA,NA,"LA",-1.186399
130,2014,47,0,NA,NA,NA,NA,NA,15982551,NA,NA,NA,NA,"LA",-1.112389
135,1979,29,0,3,NA,4,2,745.10517527676,16889710,NA,NA,NA,250,"LA",-0.04950501
135,1980,42,0,7,NA,3,2,966.005521941635,17328542,NA,NA,NA,0,"LA",0.08565892
135,1981,35,0,7,4,3,2,1150.87819498416,17766418,1,1,1,2312,"LA",-0.06524183
135,1982,42,0,7,3,4,2,1142.67764741864,18203502,1,1,1,2125,"LA",-0.1838331
135,1983,57,0,7,1,4,3,865.938498600488,18641054,1,1,1,2062,"LA",-0.1757459
135,1984,41,0,7,0,4,4,886.855799799399,19081183,2,1,1,3562,"LA",-0.2294244
135,1985,82,0,7,1,5,4,748.250202680685,19525200,2,2,1,1500,"LA",-0.2073902
135,1986,65,0,7,2,4,4,1087.65613330047,19973258,2,1,1,2687,"LA",-0.2683714
135,1987,32,0,7,0,5,4,1742.28463206343,20424055,2,1,1,3312,"LA",-0.3634543
135,1988,54,0,7,0,5,5,1488.88006560834,20875714,2,1,1,2812,"LA",-0.3209451
135,1989,58,0,7,0,5,5,1638.69145734505,21325690,1,1,1,4562,"LA",-0.3945668
135,1990,99,0,8,1,5,5,1344.83941810657,21772035,1,1,1,5562,"LA",-0.4605427
135,1991,77,0,8,2,4,5,1555.12192250609,22213359,1,2,1,4625,"LA",-0.4457777
135,1992,107,0,-3,1,5,5,1593.08139959679,22649612,1,2,1,5312,"LA",-0.3092791
135,1993,41,0,1,2,4,4,1509.17823416407,23081735,2,2,1,3437,"LA",-0.3902167
135,1994,32,0,1,1,4,5,1910.13511916386,23511358,2,2,1,3125,"LA",-0.2411501
135,1995,53,0,1,3,4,4,2241.76834509607,23939261,2,1,1,6375,"LA",-0.1879197
135,1996,84,0,1,1,4,4,2293.18064912677,24365985,2,1,2,6625,"LA",-0.1891201
135,1997,110,0,1,4,4,3,2385.26562033382,24789855,2,1,2,1125,"LA",-0.1945733
135,1998,25,0,1,4,3,3,2251.43633509962,25206817,2,2,2,2625,"LA",-0.1345957
135,1999,32,0,1,2,4,3,2012.90186186632,25611482,2,2,2,3375,"LA",-0.1698184
135,2000,106,0,5,4,3,3,2051.36398786836,26000080,2,2,2,9312,"LA",-0.03553727
135,2001,106,0,9,3,2,2,2045.90871259766,26372358,2,2,2,3375,"LA",-0.006438356
135,2002,48,0,9,3,2,3,2124.0316301958,26729909,2,2,2,1875,"LA",0.03956427
135,2003,38,0,9,3,3,3,2266.28954257117,27073334,2,2,2,1187,"LA",0.02653489
135,2004,44,0,9,3,2,3,2543.47544418723,27403845,2,2,2,1312,"LA",0.03824496
135,2005,21,0,9,5,3,2,2863.6180332031,27723281,2,NA,2,3375,"LA",-0.05877156
135,2006,51,0,9,5,3,3,3293.49432478726,28030688,2,NA,1,3125,"LA",-0.06148221
135,2007,57,0,9,6,1,2,3795.61448828851,28328410,2,2,2,3125,"LA",-0.04072085
135,2008,40,0,9,5,2,2,4510.19419837995,28625628,2,NA,1,937,"LA",-0.04260665
135,2009,43,0,9,5,3,2,4497.90789183446,28934303,2,NA,1,1375,"LA",-0.0652369
135,2010,34,0,9,5,2,3,5380.12220697918,29262830,2,NA,1,312,"LA",-0.06125264
135,2011,41,0,9,5,2,3,6103.68373659215,29614887,2,NA,1,15,"LA",-0.03623051
135,2012,28,0,9,NA,3,3,6825.46106905759,29987800,NA,NA,NA,125,"LA",-0.05943177
135,2013,35,0,9,NA,NA,NA,NA,30375603,NA,NA,NA,NA,"LA",-0.08145562
135,2014,47,0,NA,NA,NA,NA,NA,30769077,NA,NA,NA,NA,"LA",-0.1137365
140,1979,72,0,-4,NA,3,2,1564.82384748446,118924135,NA,NA,NA,812,"LA",0.1048061
140,1980,97,0,-4,NA,3,2,1569.93689094146,121740438,NA,NA,NA,0,"LA",0.04269834
140,1981,115,0,-4,4,2,2,1810.09766978767,124610790,2,1,1,1187,"LA",-0.07387002
140,1982,107,0,-3,4,3,2,1872.43825897824,127525420,2,1,1,0,"LA",-0.1177788
140,1983,145,0,-3,5,4,2,1306.13026830277,130455659,2,1,1,1500,"LA",-0.02348606
140,1984,114,0,-3,4,4,2,1315.99520638878,133364277,2,1,1,625,"LA",0.08965941
140,1985,179,0,7,5,4,3,1375.8775851571,136223043,2,1,1,0,"LA",-0.01060136
140,1986,162,0,7,5,3,3,1620.82009890892,139023394,2,1,1,937,"LA",-0.01673525
140,1987,188,0,7,4,4,4,1743.1694582291,141767626,2,1,1,250,"LA",-0.07067877
140,1988,140,0,8,5,3,3,1910.97821523597,144452622,2,1,2,562,"LA",-0.1877635
140,1989,154,0,8,4,4,3,2552.95373253827,147078659,2,2,2,625,"LA",-0.2315573
140,1990,143,0,8,3,5,4,2687.21456571033,149648341,2,1,1,625,"LA",-0.4303129
140,1991,102,0,8,4,5,4,2459.04742344491,152153539,1,1,1,1250,"LA",-0.471697
140,1992,99,0,8,3,5,4,2318.29637366708,154597985,1,1,1,250,"LA",-0.4606706
140,1993,105,0,8,3,4,4,2561.4448513364,157011131,1,1,1,625,"LA",-0.3247746
140,1994,149,0,8,4,4,4,3598.40304501406,159432909,2,1,1,750,"LA",-0.2956352
140,1995,88,0,8,2,4,4,4749.81437999776,161890816,2,1,1,375,"LA",-0.235383
140,1996,103,0,8,4,4,4,5107.79997184413,164392423,2,1,1,375,"LA",-0.1530403
140,1997,85,0,8,4,4,3,5219.09975810119,166925457,2,1,1,375,"LA",-0.1452848
140,1998,190,0,8,2,3,3,4979.146276416,169472347,2,1,1,1000,"LA",-0.08479647
140,1999,342,0,8,4,4,4,3413.37412707922,172006362,2,1,1,250,"LA",-0.01344836
140,2000,238,0,8,2,4,3,3694.61792088731,174504898,2,1,1,812,"LA",0.02465715
140,2001,210,0,8,3,4,4,3131.56409904352,176968205,2,1,1,125,"LA",-0.005333928
140,2002,271,0,8,4,4,4,2820.83663641807,179393768,2,1,1,625,"LA",-0.01903898
140,2003,186,0,8,4,4,4,3039.20234478714,181752951,2,NA,1,875,"LA",-0.0520942
140,2004,251,0,8,4,4,4,3607.0424110312,184010283,2,2,2,500,"LA",-0.09098822
140,2005,180,0,8,4,4,4,4738.54390181003,186142403,2,NA,2,125,"LA",-0.1425475
140,2006,165,0,8,2,4,4,5789.76958145534,188134315,2,NA,2,562,"LA",-0.1679608
140,2007,165,0,8,4,4,4,7194.08164696041,189996976,2,2,3,0,"LA",-0.1931425
140,2008,152,0,8,4,4,4,8622.70583132973,191765567,2,NA,2,125,"LA",-0.1850598
140,2009,144,0,8,3,4,4,8373.33974249069,193490922,2,NA,2,0,"LA",-0.327118
140,2010,172,0,8,4,4,4,10978.0931810494,195210154,2,NA,2,0,"LA",-0.4168402
140,2011,194,0,8,2,4,3,12575.974362975,196935134,2,NA,1,1,"LA",-0.5034136
140,2012,207,0,8,NA,4,4,11346.7959515171,198656019,NA,NA,NA,1312,"LA",-0.5500943
140,2013,258,0,8,NA,NA,NA,NA,200361925,NA,NA,NA,NA,"LA",-0.5707853
140,2014,426,0,NA,NA,NA,NA,NA,202033670,NA,NA,NA,NA,"LA",-0.6765415
145,1979,64,0,-4,NA,3,3,620.457428342612,5243771,NA,NA,NA,5187,"LA",0.1304553
145,1980,73,0,-7,NA,3,4,652.1940922008,5368901,NA,NA,NA,2937,"LA",0.3611214
145,1981,41,0,-7,2,5,4,703.12593661034,5497112,0,0,0,2562,"LA",0.2342806
145,1982,36,0,8,1,4,3,696.812557847336,5628347,1,1,1,1500,"LA",-0.2116855
145,1983,19,0,8,4,4,2,675.917454830247,5762673,1,0,1,1125,"LA",-0.2035503
145,1984,18,0,8,5,3,3,680.844510522108,5900127,1,0,0,3250,"LA",-0.2238126
145,1985,36,0,9,4,3,2,678.686843073013,6040757,2,1,1,1437,"LA",-0.2284744
145,1986,45,0,9,5,2,2,660.859997244192,6184440,2,1,1,250,"LA",-0.2746885
145,1987,19,0,9,6,2,2,681.752154679983,6331219,2,1,1,750,"LA",-0.3590159
145,1988,14,0,9,5,3,2,709.347920721135,6481463,2,1,1,500,"LA",-0.220335
145,1989,31,0,9,7,3,2,710.701864136842,6635658,2,1,1,0,"LA",-0.3966334
145,1990,33,0,9,5,2,3,716.448472822053,6794046,2,1,1,250,"LA",-0.5176294
145,1991,6,0,9,7,3,2,768.070318387239,6956736,2,1,1,3125,"LA",-0.3467516
145,1992,24,0,9,6,3,2,792.311491388894,7123294,NA,1,1,1500,"LA",-0.0443597
145,1993,13,0,9,6,2,3,786.357707371264,7292745,NA,1,1,375,"LA",-0.1969461
145,1994,9,0,9,6,2,2,801.357342227697,7463773,1,1,1,375,"LA",-0.2119684
145,1995,14,0,9,5,2,2,879.4798481205,7635362,1,1,1,1375,"LA",-0.1910092
145,1996,15,0,9,7,2,2,947.482118640911,7806953,1,1,1,1500,"LA",-0.162505
145,1997,8,0,9,7,2,2,993.384151771021,7978521,1,1,1,687,"LA",-0.06204317
145,1998,6,0,9,4,2,2,1042.6099401801,8150214,1,1,1,500,"LA",-0.1894634
145,1999,12,0,9,7,3,2,995.512833267705,8322408,2,1,1,250,"LA",-0.1703508
145,2000,13,0,9,4,3,2,988.53302529372,8495271,2,1,1,1687,"LA",-0.1594081
145,2001,13,0,9,7,2,2,939.145847403032,8669066,2,1,1,437,"LA",-0.1790089
145,2002,16,0,9,7,2,3,893.946880997556,8843350,2,1,1,437,"LA",-0.1827768
145,2003,31,0,8,4,3,3,896.372509611027,9016787,2,1,1,4312,"LA",-0.2031605
145,2004,21,0,8,6,2,3,954.890004741329,9187610,2,1,1,687,"LA",-0.205434
145,2005,50,0,8,6,2,3,1020.7821703711,9354709,2,NA,1,1875,"LA",-0.1795528
145,2006,59,0,8,6,2,3,1203.25424817798,9517395,2,NA,1,250,"LA",-0.3121923
145,2007,35,0,8,6,3,2,1355.87703875275,9676456,2,2,2,1125,"LA",-0.4130631
